,Q,A,Context,label
4516," I think it was the chili dog. I had to take four Tums. I was up till, like, 9:30.", Mmm!," I think it was the chili dog. I had to take four Tums. I was up till, like, 9:30. |  No. I switched lanes years ago. I should explain. I'm a driving instructor. Now you get it, right",2
4517," No. I switched lanes years ago. I should explain. I'm a driving instructor. Now you get it, right", You're kidding me!," No. I switched lanes years ago. I should explain. I'm a driving instructor. Now you get it, right |  Oh, I know. I was a real hard partier.",2
4518," Oh, I know. I was a real hard partier.", You think it is possible that Barney Stinson has a girlfriend?," Oh, I know. I was a real hard partier. |  The drugs, the alcohol, the women...",2
4519," The drugs, the alcohol, the women...", How do you think Mr. Brady scored a babe like Carol?," The drugs, the alcohol, the women... |  I was out of control.",2
4520, I was out of control., Did you know? Whether you're fired?," I was out of control. |  So when your mom said I couldn't see you any more, it was rock bottom for me. I'm so sorry.",2
4521," So when your mom said I couldn't see you any more, it was rock bottom for me. I'm so sorry."," Well, anything sounds weird if you say it a hundred times. Bowl. Bowl. Bowl."," So when your mom said I couldn't see you any more, it was rock bottom for me. I'm so sorry. |  Barney wasn't interested in my apology. He just wanted me to be cool. And I was so desperate to connect with him. I did something I'm not proud of. I started bragging.",2
4522," What a hottie, huh? I'm sure you're a real player."," No, no thank you!"," What a hottie, huh? I'm sure you're a real player. |  Observe. Excuse me, that's my son over there. I'm trying to reconnect with him after 30 years. Would you just write down any seven numbers here, so that I can impress him? Please, I'm desperate.",2
4523," Observe. Excuse me, that's my son over there. I'm trying to reconnect with him after 30 years. Would you just write down any seven numbers here, so that I can impress him? Please, I'm desperate.", Are they friends? (Ted on phone)," Observe. Excuse me, that's my son over there. I'm trying to reconnect with him after 30 years. Would you just write down any seven numbers here, so that I can impress him? Please, I'm desperate. |  Oh, no, no. I couldn't do that.",2
4524," Oh, no, no. I couldn't do that."," I see what happens. You, my friend, you suffer from a disease little known... little known because I just invented it... called Adequacy of New Relationship. Robin, you are in your honeymoon stage. Everything is perfect. The songs on the radio talking about you. Other couples are concerned. Enjoy it. The SNR does not last forever."," Oh, no, no. I couldn't do that. |  I have a family now. That's my wife Cheryl, my daughter Carly... she's in college. This is my son J.J. I was hoping you could come over to dinner sometime and meet them.",2
4525," I have a family now. That's my wife Cheryl, my daughter Carly... she's in college. This is my son J.J. I was hoping you could come over to dinner sometime and meet them.", Robin?!," I have a family now. That's my wife Cheryl, my daughter Carly... she's in college. This is my son J.J. I was hoping you could come over to dinner sometime and meet them. |  I made him wait all these years for me and... I'm just not the guy he wanted me to be. I know I don't deserve it, but... I need another chance to connect with my son.Back to the intervention at Ted's house...",2
4526,We think you should give him another chance. That's the real reason we're out here. He lives ten minutes away.," I have not worked as hard to finish in a crappy job. Get me wrong, Lily.",We think you should give him another chance. That's the real reason we're out here. He lives ten minutes away. |  You're having dinner with him tonight.,2
4527, You're having dinner with him tonight., Sandy Rivers?!, You're having dinner with him tonight. |  Are you sure it's not more than that?,2
4528, Are you sure it's not more than that?, You can not do this house!," Are you sure it's not more than that? |  No, Barney. I'm never gonna talk to my dad again. But your dad is alive and he lives just down the road.",2
4529," No, Barney. I'm never gonna talk to my dad again. But your dad is alive and he lives just down the road.", What? Why not?," No, Barney. I'm never gonna talk to my dad again. But your dad is alive and he lives just down the road. |  Awesome. Um, Lily, keys.(She throws them way too hard, they land in the trees)I'm literally 11 inches from you.",2
4530, Hello. You must be Barney. I'm Cheryl. It's just so nice to finally meet you. I love that suit., Wooo! (And if I was ever mother?)," Hello. You must be Barney. I'm Cheryl. It's just so nice to finally meet you. I love that suit. |  Oh, that's your coat, Barney. I just took it from you.",2
4531," Oh, that's your coat, Barney. I just took it from you.", It was the devil!," Oh, that's your coat, Barney. I just took it from you. | Guess now we wait.",2
4532," Hey, Lily, (his voice cracks) Can you get me a mojito? Normally, you would've given me crap for an hour about a voice crack that pubescently girl-like, but nothing. So then I started to test you guys. [...] The Phantom Menace is by far the best Star Wars movie.", What do you mean too?," Hey, Lily, (his voice cracks) Can you get me a mojito? Normally, you would've given me crap for an hour about a voice crack that pubescently girl-like, but nothing. So then I started to test you guys. [...] The Phantom Menace is by far the best Star Wars movie. |  You guys like my new soul patch?",2
4533," J.J., dinner. When I got your letter, I dug this up. You were probably too young to remember, but this is you, this is me, and, of course, ZZ Top.", You're pregnant or what?," J.J., dinner. When I got your letter, I dug this up. You were probably too young to remember, but this is you, this is me, and, of course, ZZ Top. |  Yeah, I used to love taking you backstage. You were the coolest little kid.",2
4534," Hi, Barney. It's great to finally meet you.", You sure? You want to practice your story one more time?," Hi, Barney. It's great to finally meet you. |  Seriously, it's time. What are my gaps?",2
4535," So, Barney, I understand you have a pretty big job with a bank.", You said that already!," So, Barney, I understand you have a pretty big job with a bank. |  I'm 11.",2
4536, I'm 11., That's great!," I'm 11. |  Actually, J.J. has a job. Tell him, J.J.",2
4537, I got a paper route., Sure (Smiles)," I got a paper route. |  Good slam, Barney.",2
4538, J.J.'s a heck of a basketball player., You're a jerk!, J.J.'s a heck of a basketball player. |  Fourth period?,2
4539, Fourth period?, It's not good. Please... Let me..., Fourth period? |  Got him again.,2
4540," Oh, okay, Barney. Uh, maybe that's enough."," Wow, Lily, that sucked!"," Oh, okay, Barney. Uh, maybe that's enough. |  J.J. stands for Jerome Jr.",2
4541, J.J. stands for Jerome Jr.,, J.J. stands for Jerome Jr. |  I like having a brother.,2
4542," Barney, what is going on?", Do not tell me anything! You know I can not keep secrets if it's almost Christmas! Robin offers you an iPod!," Barney, what is going on? |  I don't understand.",2
4543, I don't understand., a deal!," I don't understand. |  Please, just come down and talk to me.",2
4544," Please, just come down and talk to me.", Our parents really want to meet you!," Please, just come down and talk to me. |  Why does that make you so mad?",2
4545, Why does that make you so mad?, Someone with beer.," Why does that make you so mad? |  Look, Barney, I know I screwed up...",2
4546," Look, Barney, I know I screwed up...", Hi everyone.," Look, Barney, I know I screwed up... |  I know, I know, I know! I want to fix this, and I don't know how! Please, tell me what I can do! I'll do anything! You're never gonna get it down like that. Barney. Barney! Just put the pointy end into the grooves. That's it. Now turn it. Righty tighty, lefty loosey. I have no good excuse, Barney. It took me years before I was even able to look myself in the mirror for the way I let you down. It took courage to send me that letter. More courage than I've ever had. I owe you a lifetime of apologies, and I... I just have no idea where to begin.",2
4547," I know, I know, I know! I want to fix this, and I don't know how! Please, tell me what I can do! I'll do anything! You're never gonna get it down like that. Barney. Barney! Just put the pointy end into the grooves. That's it. Now turn it. Righty tighty, lefty loosey. I have no good excuse, Barney. It took me years before I was even able to look myself in the mirror for the way I let you down. It took courage to send me that letter. More courage than I've ever had. I owe you a lifetime of apologies, and I... I just have no idea where to begin.", The Mosby! It's great! And... excuse me.," I know, I know, I know! I want to fix this, and I don't know how! Please, tell me what I can do! I'll do anything! You're never gonna get it down like that. Barney. Barney! Just put the pointy end into the grooves. That's it. Now turn it. Righty tighty, lefty loosey. I have no good excuse, Barney. It took me years before I was even able to look myself in the mirror for the way I let you down. It took courage to send me that letter. More courage than I've ever had. I owe you a lifetime of apologies, and I... I just have no idea where to begin. |  Here, got it. Look, if you... ever feel like you're ready, I'd love nothing more than to be a part of your life.",2
